"priority","origin","customer_type__c","subject","isdeleted","systemmodstamp","db_case_duration_hours__c","external_id__c","createddate","isclosed","casenumber","sfid","id","_hc_lastop","_hc_err","reason","valid__c","type"
"Medium","Other",NULL,"Friends trying to translate our Nado's words.--...",False,"2018-09-19 11:12:28",NULL,NULL,"2018-09-19 11:12:28",False,"00002396","50046000007aCzmAAE",370,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Can you guys please write & request to the Chan...",False,"2018-09-19 11:12:29",NULL,NULL,"2018-09-19 11:12:29",False,"00002399","50046000007aCzpAAE",371,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Maryam2 hey divu how is ur...",False,"2018-09-19 11:12:29",NULL,NULL,"2018-09-19 11:12:29",False,"00002401","50046000007aCzrAAE",372,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by naam11 When is this silky ...",False,"2018-09-19 11:13:04",NULL,NULL,"2018-09-19 11:13:03",False,"00002414","50046000007aD0XAAU",373,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by sarahgul Originally posted...",False,"2018-09-19 11:13:04",NULL,NULL,"2018-09-19 11:13:04",False,"00002415","50046000007aD0YAAU",374,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by intruderfast Originally po...",False,"2018-09-19 11:13:04",NULL,NULL,"2018-09-19 11:13:04",False,"00002416","50046000007aD0ZAAU",375,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Bela and Vish are really good friends so it's t...",False,"2018-09-19 11:13:05",NULL,NULL,"2018-09-19 11:13:04",False,"00002417","50046000007aD0aAAE",376,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Deb07 Loved Ishika and her...",False,"2018-09-19 11:13:05",NULL,NULL,"2018-09-19 11:13:05",False,"00002418","50046000007aD0bAAE",377,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Me not updating my ff because now when the show...",False,"2018-09-19 11:13:05",NULL,NULL,"2018-09-19 11:13:05",False,"00002419","50046000007aD0cAAE",378,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Not even a bit. But he's a damned good actor. I...",False,"2018-09-19 11:13:06",NULL,NULL,"2018-09-19 11:13:06",False,"00002422","50046000007aD0fAAE",379,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"private image upload Good Morning Girls ...have...",False,"2018-09-19 11:13:06",NULL,NULL,"2018-09-19 11:13:05",False,"00002420","50046000007aD0dAAE",380,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Erica looks good, but her dialogue delivery is ...",False,"2018-09-19 11:13:06",NULL,NULL,"2018-09-19 11:13:06",False,"00002421","50046000007aD0eAAE",381,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Enjoyed so much. The guys walked away with the ...",False,"2018-09-19 11:13:06",NULL,NULL,"2018-09-19 11:13:06",False,"00002423","50046000007aD0gAAE",382,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by ..AjabdeBaisa.. Originally...",False,"2018-09-19 11:13:07",NULL,NULL,"2018-09-19 11:13:07",False,"00002427","50046000007aD0kAAE",383,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I don't like the character of Wahaj and his mot...",False,"2018-09-19 11:13:07",NULL,NULL,"2018-09-19 11:13:07",False,"00002425","50046000007aD0iAAE",384,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by inlieu Originally posted b...",False,"2018-09-19 11:13:07",NULL,NULL,"2018-09-19 11:13:07",False,"00002426","50046000007aD0jAAE",385,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Parth looking like a misfit tbh. Erica looks go...",False,"2018-09-19 11:13:07",NULL,NULL,"2018-09-19 11:13:06",False,"00002424","50046000007aD0hAAE",386,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by monikameghan It is hard fo...",False,"2018-09-19 11:13:08",NULL,NULL,"2018-09-19 11:13:08",False,"00002430","50046000007aD0nAAE",387,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by harshiidiv Originally post...",False,"2018-09-19 11:13:08",NULL,NULL,"2018-09-19 11:13:08",False,"00002429","50046000007aD0mAAE",388,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"There you explained every reason of what's wron...",False,"2018-09-19 11:13:08",NULL,NULL,"2018-09-19 11:13:07",False,"00002428","50046000007aD0lAAE",389,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"That's a good point May. Everyone knows that La...",False,"2018-09-19 11:13:09",NULL,NULL,"2018-09-19 11:13:09",False,"00002431","50046000007aD0rAAE",390,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"actors are not required to be good looking and ...",False,"2018-09-19 11:13:10",NULL,NULL,"2018-09-19 11:13:10",False,"00002435","50046000007aD0vAAE",391,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by YourNightmare Originally p...",False,"2018-09-19 11:13:10",NULL,NULL,"2018-09-19 11:13:10",False,"00002433","50046000007aD0tAAE",392,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by -JaprilForever- Originally...",False,"2018-09-19 11:13:10",NULL,NULL,"2018-09-19 11:13:10",False,"00002434","50046000007aD0uAAE",393,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Many happy returns of the day Teju.Wishing you ...",False,"2018-09-19 11:13:11",NULL,NULL,"2018-09-19 11:13:11",False,"00002437","50046000007aD0xAAE",394,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Pan changli disat hoti radhika tya dress madhe,...",False,"2018-09-19 11:13:11",NULL,NULL,"2018-09-19 11:13:11",False,"00002439","50046000007aD0zAAE",395,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Didn't like Isha keskar. Rasika was better look...",False,"2018-09-19 11:13:11",NULL,NULL,"2018-09-19 11:13:11",False,"00002438","50046000007aD0yAAE",396,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by gilmores Rajkumar Rao Wais...",False,"2018-09-19 11:13:11",NULL,NULL,"2018-09-19 11:13:10",False,"00002436","50046000007aD0wAAE",397,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Mamta-Maaneet Originally p...",False,"2018-09-19 11:13:12",NULL,NULL,"2018-09-19 11:13:12",False,"00002442","50046000007aD12AAE",398,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Vaishnavi_ Inlieu, I loved...",False,"2018-09-19 11:13:12",NULL,NULL,"2018-09-19 11:13:12",False,"00002441","50046000007aD11AAE",399,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"aplya balh forum var story pan lihili ahe pan t...",False,"2018-09-19 11:13:12",NULL,NULL,"2018-09-19 11:13:12",False,"00002440","50046000007aD10AAE",400,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"It is hard for me to watch it day by day even i...",False,"2018-09-19 11:13:13",NULL,NULL,"2018-09-19 11:13:12",False,"00002443","50046000007aD13AAE",401,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"If you watch this video on YouTube and comment,...",False,"2018-09-19 11:13:14",NULL,NULL,"2018-09-19 11:13:14",False,"00002444","50046000007aD16AAE",402,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Happy Birthday Ashish May god bless u with lots...",False,"2018-09-19 11:13:15",NULL,NULL,"2018-09-19 11:13:15",False,"00002448","50046000007aD1AAAU",403,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Loved Ishika and her parents scene. She has a b...",False,"2018-09-19 11:13:15",NULL,NULL,"2018-09-19 11:13:15",False,"00002447","50046000007aD19AAE",404,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by VARUNI2014 Originally post...",False,"2018-09-19 11:13:15",NULL,NULL,"2018-09-19 11:13:15",False,"00002446","50046000007aD18AAE",405,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Actually both the Naagins are at fault here.Vis...",False,"2018-09-19 11:13:15",NULL,NULL,"2018-09-19 11:13:14",False,"00002445","50046000007aD17AAE",406,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Thanks for the link It is a sad day for all the...",False,"2018-09-19 11:13:16",NULL,NULL,"2018-09-19 11:13:16",False,"00002450","50046000007aD1CAAU",407,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by YourNightmare Originally p...",False,"2018-09-19 11:13:16",NULL,NULL,"2018-09-19 11:13:15",False,"00002449","50046000007aD1BAAU",408,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"The promo is nicely shot. Though too much of th...",False,"2018-09-19 11:13:16",NULL,NULL,"2018-09-19 11:13:16",False,"00002452","50046000007aD1EAAU",409,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I used to find Katrina and Deepika to be beauti...",False,"2018-09-19 11:13:16",NULL,NULL,"2018-09-19 11:13:16",False,"00002451","50046000007aD1DAAU",410,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Nandani character is so well written.. she's no...",False,"2018-09-19 11:13:17",NULL,NULL,"2018-09-19 11:13:17",False,"00002455","50046000007aD1HAAU",411,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Adieu to the cast and crew of YPNTKH... i'm goi...",False,"2018-09-19 11:13:17",NULL,NULL,"2018-09-19 11:13:17",False,"00002454","50046000007aD1GAAU",412,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by monikameghan It is hard fo...",False,"2018-09-19 11:13:17",NULL,NULL,"2018-09-19 11:13:17",False,"00002456","50046000007aD1IAAU",413,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by malikakas Originally poste...",False,"2018-09-19 11:13:17",NULL,NULL,"2018-09-19 11:13:17",False,"00002453","50046000007aD1FAAU",414,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I decided to praise them openly .Their chemistr...",False,"2018-09-19 11:13:18",NULL,NULL,"2018-09-19 11:13:17",False,"00002457","50046000007aD1JAAU",415,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"@ Diya : Thank you, dearo! @ Sadhna : Thank you...",False,"2018-09-19 11:13:18",NULL,NULL,"2018-09-19 11:13:18",False,"00002458","50046000007aD1LAAU",416,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"^^Lmfaooo! Exactly this!! He's extremely good l...",False,"2018-09-19 11:13:19",NULL,NULL,"2018-09-19 11:13:19",False,"00002460","50046000007aD1NAAU",417,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Difference between Bela and Vish-Vish is impuls...",False,"2018-09-19 11:13:19",NULL,NULL,"2018-09-19 11:13:18",False,"00002459","50046000007aD1MAAU",418,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"he's not conventionally good looking..but he is...",False,"2018-09-19 11:13:19",NULL,NULL,"2018-09-19 11:13:19",False,"00002461","50046000007aD1OAAU",419,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Thug-Leader Originally pos...",False,"2018-09-19 11:13:19",NULL,NULL,"2018-09-19 11:13:19",False,"00002462","50046000007aD1PAAU",420,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by PoojaAmlaa FYI these are a...",False,"2018-09-19 11:13:20",NULL,NULL,"2018-09-19 11:13:20",False,"00002466","50046000007aD1TAAU",421,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by war_is_peace Originally po...",False,"2018-09-19 11:13:20",NULL,NULL,"2018-09-19 11:13:20",False,"00002465","50046000007aD1SAAU",422,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Vicariously [ I am officia...",False,"2018-09-19 11:13:20",NULL,NULL,"2018-09-19 11:13:19",False,"00002463","50046000007aD1QAAU",423,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by shruti3rdsingh okay I'll b...",False,"2018-09-19 11:13:20",NULL,NULL,"2018-09-19 11:13:20",False,"00002464","50046000007aD1RAAU",424,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by VARUNI2014 Bela saying anu...",False,"2018-09-19 11:13:21",NULL,NULL,"2018-09-19 11:13:21",False,"00002468","50046000007aD1VAAU",425,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,". His ex didn't wanted to move to Toronto so th...",False,"2018-09-19 11:13:21",NULL,NULL,"2018-09-19 11:13:20",False,"00002467","50046000007aD1UAAU",426,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Deb07 Ishika is positive f...",False,"2018-09-19 11:13:22",NULL,NULL,"2018-09-19 11:13:22",False,"00002470","50046000007aD1XAAU",427,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Wish you a very Happy Birtday Ashish..May All u...",False,"2018-09-19 11:13:22",NULL,NULL,"2018-09-19 11:13:22",False,"00002471","50046000007aD1YAAU",428,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Houstonmom Originally post...",False,"2018-09-19 11:13:22",NULL,NULL,"2018-09-19 11:13:22",False,"00002472","50046000007aD1ZAAU",429,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by ssuuvvii I would love if r...",False,"2018-09-19 11:13:22",NULL,NULL,"2018-09-19 11:13:21",False,"00002469","50046000007aD1WAAU",430,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Arjun Kapoor looked good in Ishaqzaade - when h...",False,"2018-09-19 11:13:23",NULL,NULL,"2018-09-19 11:13:23",False,"00002475","50046000007aD1cAAE",431,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"LOOLL the topic of this post brings back great ...",False,"2018-09-19 11:13:23",NULL,NULL,"2018-09-19 11:13:23",False,"00002474","50046000007aD1bAAE",432,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by --VS-Cool-- Originally pos...",False,"2018-09-19 11:13:23",NULL,NULL,"2018-09-19 11:13:22",False,"00002473","50046000007aD1aAAE",433,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by xAaliya I think this topic...",False,"2018-09-19 11:13:24",NULL,NULL,"2018-09-19 11:13:24",False,"00002478","50046000007aD1fAAE",434,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"they look good together",False,"2018-09-19 11:13:24",NULL,NULL,"2018-09-19 11:13:24",False,"00002476","50046000007aD1dAAE",435,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I swear mera dupatta aaj tak aise udd ke hawa m...",False,"2018-09-19 11:13:24",NULL,NULL,"2018-09-19 11:13:24",False,"00002477","50046000007aD1eAAE",436,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"You are right in your views Nandini looked very...",False,"2018-09-19 11:13:25",NULL,NULL,"2018-09-19 11:13:25",False,"00002481","50046000007aD1iAAE",437,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by war_is_peace Originally po...",False,"2018-09-19 11:13:25",NULL,NULL,"2018-09-19 11:13:25",False,"00002480","50046000007aD1hAAE",438,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Episode 26: 1.I think Junaid did most of his fi...",False,"2018-09-19 11:13:25",NULL,NULL,"2018-09-19 11:13:25",False,"00002479","50046000007aD1gAAE",439,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"can live her life and find someone new and love...",False,"2018-09-19 11:13:25",NULL,NULL,"2018-09-19 11:13:25",False,"00002482","50046000007aD1jAAE",440,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by -Lehar- I decided to prais...",False,"2018-09-19 11:13:26",NULL,NULL,"2018-09-19 11:13:26",False,"00002483","50046000007aD1kAAE",441,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Arnav90 Originally posted ...",False,"2018-09-19 11:14:00",NULL,NULL,"2018-09-19 11:14:00",False,"00002494","50046000007aD2FAAU",442,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Rosh4rose Originally poste...",False,"2018-09-19 11:14:00",NULL,NULL,"2018-09-19 11:14:00",False,"00002493","50046000007aD2EAAU",443,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by arshi_asya Originally post...",False,"2018-09-19 11:14:01",NULL,NULL,"2018-09-19 11:14:01",False,"00002496","50046000007aD2HAAU",444,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hmmm... So being high on hormones justifies one...",False,"2018-09-19 11:14:01",NULL,NULL,"2018-09-19 11:14:01",False,"00002497","50046000007aD2IAAU",445,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by WaveTeal Hmmm... So being ...",False,"2018-09-19 11:14:01",NULL,NULL,"2018-09-19 11:14:01",False,"00002495","50046000007aD2GAAU",446,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Mamta-Maaneet Some think h...",False,"2018-09-19 11:14:02",NULL,NULL,"2018-09-19 11:14:02",False,"00002499","50046000007aD2KAAU",447,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by ExpectoPatronu Originally ...",False,"2018-09-19 11:14:02",NULL,NULL,"2018-09-19 11:14:01",False,"00002498","50046000007aD2JAAU",448,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by WaveTeal Hmmm... So being ...",False,"2018-09-19 11:14:02",NULL,NULL,"2018-09-19 11:14:02",False,"00002500","50046000007aD2LAAU",449,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Arnav90 Originally posted ...",False,"2018-09-19 11:14:03",NULL,NULL,"2018-09-19 11:14:03",False,"00002502","50046000007aD2PAAU",450,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by _Darling_ That's true. Mos...",False,"2018-09-19 11:14:03",NULL,NULL,"2018-09-19 11:14:03",False,"00002501","50046000007aD2OAAU",451,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by WaveTeal Thank you for thi...",False,"2018-09-19 11:14:03",NULL,NULL,"2018-09-19 11:14:03",False,"00002503","50046000007aD2QAAU",452,NULL,NULL,"Problem Resolved",False,"General"
